z [m],qc [MPa],fs [MPa],u2 [MPa],ID,Location ID,Blowcount [Blows/m],Normalised ENTRHU [-],Normalised hammer energy [-],Number of blows,Diameter [m],Bottom wall thickness [mm],Pile penetration [m],area ratio [-],Push,Total unit weight [kN/m3],Layer no,Vertical total stress [kPa],Water pressure [kPa],Vertical effective stress [kPa],qt [MPa],Delta u2 [MPa],Rf [%],Bq [-],Qt [-],Fr [%],qnet [MPa],Ic [-]
23.0,63.04914937759335,0.6193251867219918,0.2273895228215768,AD__23_0,AD,76.0,0.6308333333333334,0.6308333333333334,931.0,2.48,55.0,26.0,,1.0,19.0,1.0,437.0,235.75,201.25,,-0.008360477178423226,,,,,,1.8189894035458565e-12
23.5,63.171556016597506,0.6116031950207469,0.2358179460580913,AD__23_5,AD,80.0,0.6480833333333333,0.6480833333333333,972.5,2.48,55.0,26.0,,1.0,19.0,1.0,446.5,240.875,205.625,,-0.005057053941908696,,,,,,1.8189894035458565e-12
24.0,71.71,0.87459,0.240875,AD__24_0,AD,84.0,0.6653333333333333,0.6653333333333333,1014.0,2.48,55.0,26.0,0.5,1.0,19.0,1.0,456.0,246.0,210.0,71.83043749999999,-0.005124999999999991,1.2175757665404727,-7.180441877387814e-05,339.87827380952376,1.225354665667243,71.37443749999998,1.5280501076751245
24.5,75.346,1.04157,0.240875,AD__24_5,AD,80.0,0.6565000000000001,0.6565000000000001,1050.0,2.48,55.0,26.0,0.5,1.0,19.0,1.0,465.5,251.125,214.375,75.4664375,-0.010249999999999981,1.3801764526117986,-0.000136664958354687,349.8586005830903,1.3887426407169914,75.00093749999999,1.5694735284655623
25.0,73.93160000000003,0.9902160000000008,0.247025,AD__25_0,AD,76.0,0.6476666666666667,0.6476666666666667,1086.0,2.48,55.0,26.0,0.5,1.0,19.0,1.0,475.0,256.25,218.75,74.05511250000004,-0.009224999999999983,1.337133881202328,-0.00012537355117525783,336.36622857142873,1.3457658140982052,73.58011250000004,1.5643026702885283
25.5,59.91399999999999,0.6854600000000001,0.25625,AD__25_5,AD,80.0,0.6455,0.6455,1124.5,2.48,55.0,26.0,0.5,1.0,19.0,1.0,484.5,261.375,223.125,60.042124999999984,-0.005125000000000046,1.1416318126648586,-8.605111436193178e-05,266.9249299719887,1.1509189629371557,59.55762499999999,1.5591299667672776
26.0,53.261,0.59472,0.25625,AD__26_0,AD,84.0,0.6433333333333333,0.6433333333333333,1163.0,2.48,55.0,26.0,0.5,1.0,19.0,1.0,494.0,266.5,227.5,53.389125,-0.010250000000000037,1.1139347198516552,-0.00019377967251235414,232.50604395604395,1.1243380179175302,52.895125,1.5863633300928894
26.5,64.40392857142857,0.6703475,0.2633883928571429,AD__26_5,AD,,,,,,,,0.5,1.0,19.0,1.0,503.5,271.625,231.875,64.53562276785713,-0.008236607142857122,1.0387247712961962,-0.0001286324236464598,276.1493165190604,1.0468925142936247,64.03212276785713,1.5096712418582785
27.0,71.05199999999998,0.78285,0.271625,AD__27_0,AD,,,,,,,,0.5,1.0,19.0,1.0,513.0,276.75,236.25,71.18781249999998,-0.005124999999999991,1.0996966650717077,-7.251522598662703e-05,299.1526455026454,1.1076789202659723,70.67481249999997,1.5089309530745019
27.5,82.306,0.93855,0.271625,AD__27_5,AD,,,,,,,,0.5,1.0,19.0,1.0,522.5,281.875,240.625,82.4418125,-0.010249999999999981,1.1384393083303452,-0.00012512312038751524,340.4438961038961,1.1457005330702696,81.9193125,1.4886311095161437
28.0,82.07266666666672,0.8949311111111117,0.2784583333333333,AD__28_0,AD,,,,,,,,0.5,1.0,19.0,1.0,532.0,287.0,245.0,82.21189583333339,-0.008541666666666725,1.088566444113378,-0.000104574896668525,333.387329931973,1.0956565284280053,81.67989583333339,1.4741673739844858
28.5,75.20100000000002,0.9187299999999999,0.287,AD__28_5,AD,,,,,,,,0.5,1.0,19.0,1.0,541.5,292.125,249.375,75.34450000000002,-0.005125000000000046,1.219372349673831,-6.851329492132728e-05,299.96190476190486,1.2281994037672281,74.80300000000003,1.5446381093517982
29.0,76.44800000000002,0.95337,0.287,AD__29_0,AD,,,,,,,,0.5,1.0,19.0,1.0,551.0,297.25,253.75,76.59150000000002,-0.010250000000000037,1.2447464797007497,-0.00013479658865999086,299.66699507389166,1.2537660851782928,76.04050000000002,1.5517597725723615
29.5,75.10515584415585,0.9200636363636364,0.2909935064935065,AD__29_5,AD,,,,,,,,0.5,1.0,19.0,1.0,560.5,302.375,258.125,75.25065259740259,-0.011381493506493479,1.222665325291005,-0.00015238278555731964,289.3565233797679,1.23184061669146,74.69015259740259,1.552163302070067
30.0,73.98048051948051,0.9054045454545456,0.2993133116883117,AD__30_0,AD,,,,,,,,0.5,1.0,19.0,1.0,570.0,307.5,262.5,74.13013717532466,-0.008186688311688284,1.221371738882905,-0.00011129245575189685,280.22909400123683,1.2308358578731124,73.56013717532467,1.5587345341827843
30.5,72.8558051948052,0.8907454545454546,0.3076331168831168,AD__30_5,AD,,,,,,,,0.5,1.0,19.0,1.0,579.5,312.625,266.875,73.00962175324676,-0.0049918831168832,1.22003844583107,-6.891998792835708e-05,271.4009246023298,1.2297997476519855,72.43012175324677,1.565439867069813
31.0,90.255,1.21084,0.312625,AD__31_0,AD,,,,,,,,0.5,1.0,19.0,1.0,589.0,317.75,271.25,90.4113125,-0.005125000000000046,1.33925718642786,-5.705709257930814e-05,331.1421658986175,1.348039219097148,89.8223125,1.5522574847122457
31.5,88.70400000000002,1.114425,0.31775,AD__31_5,AD,,,,,,,,0.5,1.0,19.0,1.0,598.5,322.875,275.625,88.86287500000002,-0.005125000000000046,1.254095143781922,-5.806419634195615e-05,320.233560090703,1.262598868456271,88.26437500000002,1.5322406764262972
32.0,79.37367441860466,0.8268041860465122,0.3235901162790698,AD__32_0,AD,,,,,,,,0.5,1.0,19.0,1.0,608.0,328.0,280.0,79.5354694767442,-0.004409883720930208,1.0395414668272827,-5.587261000721137e-05,281.88381955980066,1.0475493405881058,78.92746947674419,1.4877236089291814
32.5,72.46262790697672,0.6770890697674414,0.3295494186046512,AD__32_5,AD,,,,,,,,0.5,1.0,19.0,1.0,617.5,333.125,284.375,72.62740261627904,-0.0035755813953488036,0.9322776877272981,-4.9654023480660615e-05,253.2216355737285,0.9402721641986699,72.00990261627904,1.4730985445093603
33.0,68.42699999999999,0.6919,0.333125,AD__33_0,AD,,,,,,,,0.5,1.0,19.0,1.0,627.0,338.25,288.75,68.59356249999999,-0.005124999999999991,1.0086952401692215,-7.540472566933175e-05,235.38203463203462,1.01800057932899,67.9665625,1.523751009408882
33.5,64.439,0.74125,0.333125,AD__33_5,AD,,,,,,,,0.5,1.0,19.0,1.0,636.5,343.375,293.125,64.60556249999999,-0.010249999999999981,1.1473470260397471,-0.00016023370672346468,218.23134328358205,1.158763269353838,63.96906249999999,1.5950024174355908
34.0,101.206,1.112739687500002,0.34129296875,AD__34_0,AD,,,,,,,,0.5,1.0,19.0,1.0,646.0,348.5,297.5,101.376646484375,-0.007207031250000051,1.0976292135205976,-7.154755282066002e-05,338.59040835084033,1.1046684661878015,100.730646484375,1.4586866987463118
34.5,100.23742857142858,1.285972040816326,0.3503826530612245,AD__34_5,AD,,,,,,,,0.5,1.0,19.0,1.0,655.5,353.625,301.875,100.41261989795919,-0.003242346938775509,1.280687668664706,-3.250241127743144e-05,330.4583681919973,1.289103015535871,99.75711989795919,1.5275148507299916
35.0,90.78028571428568,1.066783265306122,0.3556122448979592,AD__35_0,AD,,,,,,,,0.5,1.0,19.0,1.0,665.0,358.75,306.25,90.95809183673467,-0.00313775510204084,1.1728294248091151,-3.475077703302527e-05,294.8345855893376,1.181467201538572,90.29309183673466,1.5184463575440577
35.5,91.929,1.19046,0.35875,AD__35_5,AD,,,,,,,,0.5,1.0,19.0,1.0,674.5,363.875,310.625,92.108375,-0.005124999999999991,1.2924557620303259,-5.605143607880548e-05,294.3545271629779,1.3019900994024372,91.433875,1.5579093341659813
36.0,79.19592307692307,0.8494376923076921,0.3650576923076923,AD__36_0,AD,,,,,,,,0.5,1.0,19.0,1.0,684.0,369.0,315.0,79.37845192307691,-0.003942307692307689,1.0701111847467808,-5.0096386669815784e-05,249.82365689865685,1.079412425590065,78.69445192307691,1.5239354447746136
36.5,64.08,0.56277,0.369,AD__36_5,AD,,,,,,,,0.5,1.0,19.0,1.0,693.5,374.125,319.375,64.2645,-0.005124999999999991,0.8757089839647084,-8.06185210237371e-05,199.04814090019568,0.8852621478347046,63.571,1.512612539404075
37.0,74.358,0.9822299999999999,0.369,AD__37_0,AD,,,,,,,,0.5,1.0,19.0,1.0,703.0,379.25,323.75,74.5425,-0.010250000000000037,1.3176778347922324,-0.00013881459110638665,228.07567567567568,1.3302229836334212,73.8395,1.6314353907161747
37.5,76.74000000000002,0.8695077777777781,0.3758333333333334,AD__37_5,AD,,,,,,,,0.5,1.0,19.0,1.0,712.5,384.375,328.125,76.92791666666669,-0.008541666666666614,1.130288997095044,-0.00011207268870580574,232.2755555555556,1.140855506413656,76.21541666666668,1.5640410617626654
38.0,59.301,1.02683,0.384375,AD__38_0,AD,,,,,,,,0.5,1.0,19.0,1.0,722.0,389.5,332.5,59.493187500000005,-0.005124999999999991,1.7259623213162008,-8.720259395813621e-05,176.75545112781955,1.7471656498347934,58.7711875,1.8116884302582694
38.5,84.631,1.58164,0.384375,AD__38_5,AD,,,,,,,,0.5,1.0,19.0,1.0,731.5,394.625,336.875,84.8231875,-0.010249999999999981,1.8646316492173791,-0.00012189076357874232,249.62282003710578,1.8808517786017789,84.0916875,1.7476483392315503
39.0,88.66655555555559,1.506266666666665,0.3912083333333334,AD__39_0,AD,,,,,,,,0.5,1.0,19.0,1.0,741.0,399.75,341.25,88.86215972222226,-0.008541666666666614,1.6950597097517812,-9.693093796758771e-05,258.2305046805048,1.7093132584895123,88.12115972222226,1.699072334064614
39.5,61.002,0.79764,0.39975,AD__39_5,AD,,,,,,,,0.5,1.0,19.0,1.0,750.5,404.875,345.625,61.201875,-0.005124999999999991,1.3032934040011028,-8.477888220077692e-05,174.90452079566003,1.3194737092415185,60.451375,1.702899898768292
0.0,0.0,0.0,0.0,,,,,,,,,,,,19.0,1.0,0.0,0.0,0.0,,0.0,,,,,,
0.5,0.477,0.006490000000000001,0.011,AR__0_5,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,9.5,5.125,4.375,0.47974999999999995,0.005874999999999999,1.3527879103699847,0.012493354598617756,107.48571428571427,1.3801169590643279,0.47024999999999995,2.2731780235237267
1.0,1.643,0.01865,0.017,AR__1_0,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,19.0,10.25,8.75,1.64725,0.006750000000000001,1.1321900136591287,0.004145555043758637,186.0857142857143,1.1454015046829418,1.6282500000000002,2.040437368563988
1.5,7.261,0.09147000000000001,0.019,AR__1_5,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,28.5,15.375,13.125,7.26575,0.0036249999999999998,1.258920276640402,0.0005008808594424678,551.4095238095238,1.2638778541573112,7.2372499999999995,1.7510330287276605
2.0,6.13,0.09157,0.025,AR__2_0,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,38.0,20.5,17.5,6.1362499999999995,0.0045000000000000005,1.4922794866571605,0.0007379166154224575,348.4714285714285,1.5015783216496539,6.098249999999999,1.8749160466674808
2.5,16.61986046511628,0.1363590697674419,0.02733139534883721,AR__2_5,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,47.5,25.625,21.875,16.62669331395349,0.0017063953488372086,0.8201213987209732,0.00010292390688279513,757.9059800664452,0.8224710767602816,16.57919331395349,1.491295959549039
3.0,17.0186976744186,0.1366846511627907,0.03009302325581395,AR__3_0,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,57.0,30.75,26.25,17.026220930232554,-0.0006569767441860497,0.8027891316744694,-3.871578706454181e-05,646.446511627907,0.8054857186712194,16.969220930232556,1.4982266632573304
3.5,19.604,0.17207999999999998,0.03375,AR__3_5,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,66.5,35.875,30.625,19.6124375,-0.002125000000000002,0.8774024136469524,-0.0001087182438806019,638.234693877551,0.8803875485634803,19.545937499999997,1.505164595693042
4.0,17.93,0.17421,0.03975,AR__4_0,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,76.0,41.0,35.0,17.9399375,-0.0012500000000000011,0.9710736171739729,-6.997337513076281e-05,510.3982142857142,0.9752049345224143,17.8639375,1.5724238289810506
4.5,20.022,0.18384,0.04375,AR__4_5,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,85.5,46.125,39.375,20.0329375,-0.002375000000000002,0.9176886814527326,-0.00011906291221616822,506.6015873015873,0.9216221381819094,19.9474375,1.5407388451928776
5.0,18.618,0.17334000000000002,0.04875,AR__5_0,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,95.0,51.25,43.75,18.630187499999998,-0.0025000000000000022,0.9304254184237278,-0.00013487859240700976,423.66142857142853,0.9351942083132423,18.5351875,1.5761089510011643
5.5,19.349,0.17587,0.05375,AR__5_5,AR,,,,,2.48,55.0,29.0,0.75,1.0,19.0,1.0,104.5,56.375,48.125,19.3624375,-0.0026250000000000023,0.9083050623145976,-0.0001363074316759,400.164935064935,0.91323382890821,19.257937499999997,1.5702705521571723
6.0,17.51961538461538,0.1503607692307692,0.05818269230769231,AR__6_0,AR,8.0,0.106875,0.1425,6.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,114.0,61.5,52.5,17.534161057692305,-0.003317307692307689,0.8575304443482645,-0.00019042922056354062,331.8125915750915,0.8631422449700812,17.420161057692304,1.5915752803541179
6.5,16.721,0.12583,0.0645,AR__6_5,AR,6.0,0.1315625,0.1754166666666666,9.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,123.5,66.625,56.875,16.737125,-0.002125000000000002,0.7518017580677686,-0.0001279070642319182,292.1076923076923,0.7573903949318708,16.613625,1.5779417764555954
7.0,16.467,0.13187,0.0695,AR__7_0,AR,4.0,0.15625,0.2083333333333333,12.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,133.0,71.75,61.25,16.484375,-0.002250000000000002,0.7999696682464454,-0.00013760310677236634,266.96122448979594,0.8064765195587527,16.351375,1.6107420374286499
7.5,13.87,0.11682,0.0745,AR__7_5,AR,4.0,0.1971875,0.2629166666666666,15.5,2.48,55.0,29.0,0.75,1.0,19.0,1.0,142.5,76.875,65.625,13.888625,-0.002375000000000002,0.8411199812796443,-0.0001727759641353474,209.46476190476187,0.84983950022279,13.746125,1.6875380426600515
8.0,10.729,0.09922,0.0795,AR__8_0,AR,4.0,0.238125,0.3175,19.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,152.0,82.0,70.0,10.748875,-0.0025000000000000022,0.9230733448849299,-0.0002359186080802125,151.38392857142856,0.9363137717487466,10.596875,1.8051304350287498
8.5,11.59,0.09769,0.0835,AR__8_5,AR,4.0,0.233125,0.3108333333333333,21.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,161.5,87.125,74.375,11.610875,-0.0036250000000000032,0.8413663914218351,-0.000316611168731918,153.94117647058823,0.8532343468529942,11.449375,1.7659164141498531
9.0,10.95273684210526,0.09449355263157896,0.08952631578947369,AR__9_0,AR,4.0,0.228125,0.3041666666666666,23.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,171.0,92.25,78.75,10.975118421052628,-0.0027236842105263087,0.8609798000021585,-0.00025209684903295835,137.19515455304924,0.8746067837191718,10.804118421052628,1.8014049465210462
9.5,10.831684210526321,0.09411526315789474,0.09413157894736844,AR__9_5,AR,8.0,0.214375,0.2858333333333333,26.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,180.5,97.375,83.125,10.855217105263163,-0.003243421052631562,0.8670048903237768,-0.00030384140587973006,128.4176493866245,0.8816651741664543,10.674717105263163,1.8174985105477481
10.0,10.71063157894737,0.09373697368421052,0.09873684210526316,AR__10_0,AR,12.0,0.200625,0.2675,29.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,190.0,102.5,87.5,10.735315789473685,-0.0037631578947368433,0.8731645675120482,-0.0003568558751453627,120.51789473684211,0.8888967912917183,10.545315789473685,1.8334743999135832
10.5,16.343,0.14074,0.1035,AR__10_5,AR,10.0,0.205,0.2733333333333333,31.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,199.5,107.625,91.875,16.368875,-0.004125000000000004,0.8598025215538637,-0.00025511190135673174,175.99319727891157,0.8704108847744579,16.169375,1.6987723758176214
11.0,31.989,0.21661,0.1085,AR__11_0,AR,8.0,0.209375,0.2791666666666667,33.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,209.0,112.75,96.25,32.016125,-0.004250000000000004,0.676565324504449,-0.00013361786077804906,330.4636363636364,0.6810109370148983,31.807125000000003,1.425141549695931
11.5,38.679,0.18222,0.1105,AR__11_5,AR,10.0,0.2153125,0.2870833333333334,55.5,2.48,55.0,29.0,0.75,1.0,19.0,1.0,218.5,117.875,100.625,38.706625,-0.0073750000000000066,0.4707721223433972,-0.0001916175443724527,382.49068322981367,0.4734447313294684,38.488125000000004,1.2593549245711297
12.0,27.848000000000006,0.16794,0.1155,AR__12_0,AR,12.0,0.22125,0.295,78.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,228.0,123.0,105.0,27.876875000000005,-0.007499999999999993,0.6024348138017621,-0.0002712587763516596,263.32261904761907,0.6074026520066367,27.648875000000004,1.4436848664013686
12.5,28.081,0.18517,0.1165,AR__12_5,AR,32.0,0.22625,0.3016666666666666,95.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,237.5,128.125,109.375,28.110125,-0.011624999999999983,0.6587306175266029,-0.0004170758943587116,254.83542857142857,0.664343598781959,27.872625,1.4745795029564406
13.0,25.62911111111111,0.1636488888888889,0.1258333333333333,AR__13_0,AR,52.0,0.23125,0.3083333333333333,112.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,247.0,133.25,113.75,25.660569444444445,-0.00741666666666671,0.6377445724390155,-0.0002918388415637551,223.41599511599512,0.6439429504251064,25.413569444444445,1.5001137726485376
13.5,29.078000000000007,0.19556,0.13225,AR__13_5,AR,56.0,0.3071875,0.4095833333333333,139.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,256.5,138.375,118.125,29.111062500000006,-0.0061249999999999916,0.6717721141232821,-0.00021227145620384956,244.27142857142863,0.6777437710240797,28.854562500000007,1.4814713657962264
14.0,32.562,0.16574,0.13625,AR__14_0,AR,60.0,0.383125,0.5108333333333334,166.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,266.0,143.5,122.5,32.596062499999995,-0.0072500000000000064,0.5084663216607834,-0.00022424948915579756,263.9188775510204,0.5126497976921635,32.3300625,1.364308850616461
14.5,10.587,0.38779,0.14025,AR__14_5,AR,60.0,0.424375,0.5658333333333334,197.5,2.48,55.0,29.0,0.75,1.0,19.0,1.0,275.5,148.625,126.875,10.6220625,-0.008374999999999994,3.6507975734467766,-0.0008094475822283964,81.54926108374384,3.7480080944758223,10.346562500000001,2.3637541791468863
15.0,2.971,0.06245,-0.2837500000000001,AR__15_0,AR,60.0,0.465625,0.6208333333333333,229.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,285.0,153.75,131.25,2.9000625,-0.4375000000000001,2.1534018663390873,-0.16730001673000172,19.924285714285713,2.388088238808824,2.6150625,2.68976774940596
15.5,4.897,0.08685,0.10925,AR__15_5,AR,44.0,0.4453125,0.59375,249.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,294.5,158.875,135.625,4.9243125,-0.049625000000000016,1.7636979781441573,-0.010718576616223663,34.136866359447005,1.875885902506851,4.6298125,2.429173468240065
16.0,6.234499999999992,0.08945333333333329,0.1254166666666667,AR__16_0,AR,28.0,0.425,0.5666666666666667,269.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,304.0,164.0,140.0,6.265854166666658,-0.0385833333333333,1.4276319070624195,-0.006471700288990076,42.58467261904755,1.5004280687286198,5.961854166666658,2.2861025828129558
16.5,14.366230769230759,0.17517128205128196,0.1430448717948718,AR__16_5,AR,30.0,0.426875,0.5691666666666666,283.5,2.48,55.0,29.0,0.75,1.0,19.0,1.0,313.5,169.125,144.375,14.401991987179477,-0.0260801282051282,1.2162989828574953,-0.0018511653503342379,97.58262848262841,1.243364316143188,14.088491987179477,1.9399434955887926
17.0,22.497961538461517,0.2608892307692307,0.1606730769230769,AR__17_0,AR,32.0,0.42875,0.5716666666666667,298.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,323.0,174.25,148.75,22.538129807692286,-0.013576923076923125,1.1575460474994201,-0.000611156594377492,149.3454104718809,1.174376350836781,22.215129807692286,1.7804073375701197
17.5,28.32,0.34571,0.14425,AR__17_5,AR,48.0,0.4328125,0.5770833333333334,325.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,332.5,179.375,153.125,28.3560625,-0.03512500000000002,1.219174911890535,-0.0012534095192215486,183.01102040816326,1.2336404409682034,28.0235625,1.7315603946116946
18.0,28.51,0.34226,0.16825,AR__18_0,AR,64.0,0.436875,0.5825,352.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,342.0,184.5,157.5,28.5520625,-0.016249999999999987,1.1987225091006997,-0.000576035590137384,179.11150793650796,1.213255022033361,28.210062500000003,1.7290626543860594
18.5,30.897,0.37135,0.16725,AR__18_5,AR,66.0,0.450625,0.6008333333333333,384.5,2.48,55.0,29.0,0.75,1.0,19.0,1.0,351.5,189.625,161.875,30.938812499999997,-0.022375000000000006,1.2002723116797065,-0.000731512453080015,188.95637065637064,1.2140654724078817,30.587312499999996,1.7102576908061318
19.0,32.097,0.38535,0.17125,AR__19_0,AR,68.0,0.464375,0.6191666666666666,417.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,361.0,194.75,166.25,32.1398125,-0.023499999999999993,1.1989802367390914,-0.000739486410953839,191.15075187969921,1.2126003764300508,31.778812499999997,1.7034435307178413
19.5,27.981,0.36121,0.12325,AR__19_5,AR,76.0,0.4571875,0.6095833333333334,455.5,2.48,55.0,29.0,0.75,1.0,19.0,1.0,370.5,199.875,170.625,28.0118125,-0.076625,1.2894917099705703,-0.002772118726272495,162.00036630036632,1.3067758631215503,27.6413125,1.7763577677326872
20.0,29.563644736842107,0.3538768421052632,0.18057894736842106,AR__20_0,AR,84.0,0.45,0.6,494.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,380.0,205.0,175.0,29.60878947368421,-0.024421052631578954,1.1951749747141232,-0.0008355136518248952,167.02165413533834,1.210713301773486,29.228789473684213,1.7378836246490348
20.5,31.10147368421052,0.3608242105263158,0.1881447368421053,AR__20_5,AR,82.0,0.4928125,0.6570833333333332,534.5,2.48,55.0,29.0,0.75,1.0,19.0,1.0,389.5,210.125,179.375,31.148509868421048,-0.021980263157894697,1.1583995897412938,-0.0007145959265893305,171.478800660187,1.173068353207164,30.759009868421046,1.7161717808740709
21.0,32.63930263157894,0.3677715789473684,0.1957105263157895,AR__21_0,AR,80.0,0.535625,0.7141666666666666,575.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,399.0,215.25,183.75,32.68823026315789,-0.019539473684210495,1.1250886817261403,-0.0006051390362967275,175.7237021124239,1.1389914716145986,32.28923026315789,1.6957670125846422
21.5,31.557,0.46395,0.18025,AR__21_5,AR,78.0,0.5421875,0.7229166666666667,613.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,408.5,220.375,188.125,31.6020625,-0.04012500000000002,1.4681003811064546,-0.0012863230995177298,165.81295681063122,1.4873261109563871,31.1935625,1.8055073184020611
22.0,33.457,0.45693,0.08825,AR__22_0,AR,76.0,0.54875,0.7316666666666667,651.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,418.0,225.5,192.5,33.4790625,-0.13725,1.3648231637310633,-0.004151409229512815,171.7457792207792,1.3820789939827252,33.0610625,1.7665812471124716
22.5,51.739,0.44908,-0.12675,AR__22_5,AR,78.0,0.5503125,0.73375,689.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,427.5,230.625,196.875,51.7073125,-0.357375,0.8685038503983359,-0.006969116745502921,260.4688888888889,0.8757442317091156,51.2798125,1.4764493960306568
23.0,58.278,0.8683700000000001,0.20625,AR__23_0,AR,80.0,0.551875,0.7358333333333333,727.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,437.0,235.75,201.25,58.3295625,-0.029500000000000026,1.4887305215087119,-0.000509564592170195,287.66490683229813,1.4999681522129893,57.892562500000004,1.652197113070109
23.5,51.56766101694917,0.7320530508474579,0.2154406779661017,AR__23_5,AR,84.0,0.5393749999999999,0.7191666666666667,768.5,2.48,55.0,29.0,0.75,1.0,19.0,1.0,446.5,240.875,205.625,51.621521186440695,-0.02543432203389831,1.418115998952283,-0.0004970065755563844,248.87548297357176,1.4304890039623905,51.175021186440695,1.6689661593213303
24.0,42.78037288135594,0.5204386440677968,0.2301652542372881,AR__24_0,AR,88.0,0.526875,0.7025,810.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,456.0,246.0,210.0,42.83791419491526,-0.015834745762711905,1.2149019247290325,-0.00037362035348114764,201.81863902340598,1.22797342676475,42.381914194915254,1.6676858817063287
24.5,51.08600000000001,0.61012,0.237,AR__24_5,AR,88.0,0.525625,0.7008333333333334,854.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,465.5,251.125,214.375,51.14525000000001,-0.014124999999999999,1.1929162532199957,-0.00027871092497496527,236.40699708454815,1.203873341916643,50.67975000000001,1.6132790407709394
25.0,52.405,0.76515,0.233,AR__25_0,AR,88.0,0.524375,0.6991666666666667,898.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,475.0,256.25,218.75,52.46325,-0.023249999999999965,1.4584494860688195,-0.00044721643832981424,237.66057142857144,1.4717748722067006,51.98825,1.6868091149346067
25.5,48.979,0.73055,0.236,AR__25_5,AR,96.0,0.528125,0.7041666666666666,946.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,484.5,261.375,223.125,49.038,-0.025375000000000036,1.489763040907052,-0.0005226193786235809,217.6067226890756,1.5046289144963805,48.5535,1.7174768439898036
26.0,57.257,0.82245,0.238,AR__26_0,AR,104.0,0.531875,0.7091666666666666,994.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,494.0,266.5,227.5,57.3165,-0.028500000000000025,1.4349271152285992,-0.0005015618812970219,249.76923076923075,1.447401997448194,56.8225,1.6639709217276888
26.5,55.16554838709678,0.8105806451612902,0.2366209677419355,AR__26_5,AR,106.0,0.5328124999999999,0.7104166666666667,1042.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,503.5,271.625,231.875,55.22470362903226,-0.035004032258064505,1.4677863200612247,-0.0006396795014847437,235.99440918181028,1.481291695731703,54.72120362903226,1.6864691846653816
27.0,53.182080645161285,0.7130927419354839,0.2498266129032258,AR__27_0,AR,108.0,0.53375,0.7116666666666667,1090.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,513.0,276.75,236.25,53.244537298387094,-0.026923387096774193,1.3392786905804988,-0.0005105746670047812,223.20227427888716,1.3523078947999783,52.731537298387096,1.6648952888288535
27.5,57.69600000000001,0.8531299999999999,0.24375,AR__27_5,AR,102.0,0.5606249999999999,0.7475,1139.0,2.48,55.0,29.0,0.75,1.0,19.0,1.0,522.5,281.875,240.625,57.756937500000014,-0.03812499999999999,1.4771039409767868,-0.0006661199387169653,237.85740259740265,1.4905885988658483,57.23443750000001,1.6839747621844192
